"Phage","Host","EOP","EOP_bin"
"15-3","22-6",0,"[0,2.22e-16)"
"15-4","22-6",0.4,"[0.4,0.6)"
"15-5","22-6",0,"[0,2.22e-16)"
"15-6","22-6",0.075,"[2.22e-16,0.2)"
"15-7","22-6",0.05333333,"[2.22e-16,0.2)"
"15-8","22-6",0,"[0,2.22e-16)"
"15-9","22-6",0,"[0,2.22e-16)"
"15-10","22-6",0.0064,"[2.22e-16,0.2)"
"15-11","22-6",1,"[1,Inf)"
"22-1","22-6",0.03333333,"[2.22e-16,0.2)"
"22-2","22-6",0,"[0,2.22e-16)"
"22-3","22-6",0.02,"[2.22e-16,0.2)"
"22-4","22-6",0.032,"[2.22e-16,0.2)"
"22-5","22-6",0.02857143,"[2.22e-16,0.2)"
"22-6","22-6",0,"[0,2.22e-16)"
"22-7","22-6",0,"[0,2.22e-16)"
"22-8","22-6",0,"[0,2.22e-16)"
"22-9","22-6",0,"[0,2.22e-16)"
"22-10","22-6",0,"[0,2.22e-16)"
"22-11","22-6",0,"[0,2.22e-16)"
"28-1","22-6",2.08333333,"[1,Inf)"
"28-2","22-6",10,"[1,Inf)"
"28-3","22-6",0.66666667,"[0.6,0.8)"
"28-4","22-6",0.42857143,"[0.4,0.6)"
"28-5","22-6",0.024,"[2.22e-16,0.2)"
"28-6","22-6",0.16,"[2.22e-16,0.2)"
"28-7","22-6",0.012,"[2.22e-16,0.2)"
"28-8","22-6",0.00711111,"[2.22e-16,0.2)"
"28-9","22-6",0.1,"[2.22e-16,0.2)"
"28-10","22-6",0.01066667,"[2.22e-16,0.2)"
"28-11","22-6",0.12,"[2.22e-16,0.2)"
"8-1","22-7",0,"[0,2.22e-16)"
"8-2","22-7",0,"[0,2.22e-16)"
"8-3","22-7",0,"[0,2.22e-16)"
"8-4","22-7",0,"[0,2.22e-16)"
"8-5","22-7",0,"[0,2.22e-16)"
"8-6","22-7",0,"[0,2.22e-16)"
"8-7","22-7",0,"[0,2.22e-16)"
"8-8","22-7",0,"[0,2.22e-16)"
"8-9","22-7",0,"[0,2.22e-16)"
"8-10","22-7",0,"[0,2.22e-16)"
"8-11","22-7",0,"[0,2.22e-16)"
"15-1","22-7",0,"[0,2.22e-16)"
"15-2","22-7",0,"[0,2.22e-16)"
"15-3","22-7",0,"[0,2.22e-16)"
"15-4","22-7",0,"[0,2.22e-16)"
"15-5","22-7",0,"[0,2.22e-16)"
"15-6","22-7",0,"[0,2.22e-16)"
"15-7","22-7",0,"[0,2.22e-16)"
"15-8","22-7",0,"[0,2.22e-16)"
"15-9","22-7",0,"[0,2.22e-16)"
"15-10","22-7",0,"[0,2.22e-16)"
"15-11","22-7",0,"[0,2.22e-16)"
"22-1","22-7",0,"[0,2.22e-16)"
"22-2","22-7",0,"[0,2.22e-16)"
"22-3","22-7",0,"[0,2.22e-16)"
"22-4","22-7",0,"[0,2.22e-16)"
"22-5","22-7",0,"[0,2.22e-16)"
"22-6","22-7",0,"[0,2.22e-16)"
"22-7","22-7",0,"[0,2.22e-16)"
"22-8","22-7",0,"[0,2.22e-16)"
"22-9","22-7",0,"[0,2.22e-16)"
"22-10","22-7",0,"[0,2.22e-16)"
"22-11","22-7",0,"[0,2.22e-16)"
"28-1","22-7",0.5,"[0.4,0.6)"
"28-2","22-7",2,"[1,Inf)"
"28-3","22-7",0.11666667,"[2.22e-16,0.2)"
"28-4","22-7",0.57142857,"[0.4,0.6)"
"28-5","22-7",0.0128,"[2.22e-16,0.2)"
"28-6","22-7",0.056,"[2.22e-16,0.2)"
"28-7","22-7",0.014,"[2.22e-16,0.2)"
"28-8","22-7",0.00444444,"[2.22e-16,0.2)"
"28-9","22-7",0,"[0,2.22e-16)"
"28-10","22-7",0.008,"[2.22e-16,0.2)"
"28-11","22-7",0.056,"[2.22e-16,0.2)"
"8-1","22-8",0,"[0,2.22e-16)"
"8-2","22-8",0,"[0,2.22e-16)"
"8-3","22-8",0,"[0,2.22e-16)"
"8-4","22-8",0,"[0,2.22e-16)"
"8-5","22-8",0,"[0,2.22e-16)"
"8-6","22-8",0,"[0,2.22e-16)"
"8-7","22-8",0,"[0,2.22e-16)"
"8-8","22-8",0,"[0,2.22e-16)"
"8-9","22-8",0,"[0,2.22e-16)"
"8-10","22-8",0,"[0,2.22e-16)"
"8-11","22-8",0,"[0,2.22e-16)"
"15-1","22-8",0,"[0,2.22e-16)"
"15-2","22-8",0,"[0,2.22e-16)"
"15-3","22-8",0,"[0,2.22e-16)"
"15-4","22-8",0.2,"[0.2,0.4)"
"15-5","22-8",0,"[0,2.22e-16)"
"15-6","22-8",0,"[0,2.22e-16)"
"15-7","22-8",0,"[0,2.22e-16)"
"15-8","22-8",0,"[0,2.22e-16)"
"15-9","22-8",0,"[0,2.22e-16)"
"15-10","22-8",0.0048,"[2.22e-16,0.2)"
"15-11","22-8",0,"[0,2.22e-16)"
"22-1","22-8",0.26666667,"[0.2,0.4)"
"22-2","22-8",0.2,"[0.2,0.4)"
"22-3","22-8",0.4,"[0.4,0.6)"
"22-4","22-8",0.16,"[2.22e-16,0.2)"
"22-5","22-8",0.08571429,"[2.22e-16,0.2)"
"22-6","22-8",0.02666667,"[2.22e-16,0.2)"
"22-7","22-8",0.18181818,"[2.22e-16,0.2)"
"22-8","22-8",0.004,"[2.22e-16,0.2)"
"22-9","22-8",0.00066667,"[2.22e-16,0.2)"
"22-10","22-8",0.02222222,"[2.22e-16,0.2)"
"22-11","22-8",0.06,"[2.22e-16,0.2)"
"28-1","22-8",3.33333333,"[1,Inf)"
"28-2","22-8",2,"[1,Inf)"
"28-3","22-8",0.25,"[0.2,0.4)"
"28-4","22-8",3.57142857,"[1,Inf)"
"28-5","22-8",0.16,"[2.22e-16,0.2)"
"28-6","22-8",1,"[1,Inf)"
"28-7","22-8",0.04,"[2.22e-16,0.2)"
"28-8","22-8",0.01422222,"[2.22e-16,0.2)"
"28-9","22-8",0.41666667,"[0.4,0.6)"
"28-10","22-8",0.01333333,"[2.22e-16,0.2)"
"28-11","22-8",0.112,"[2.22e-16,0.2)"
"8-1","22-9",0,"[0,2.22e-16)"
"8-2","22-9",0,"[0,2.22e-16)"
"8-3","22-9",0,"[0,2.22e-16)"
"8-4","22-9",0,"[0,2.22e-16)"
"8-5","22-9",0,"[0,2.22e-16)"
"8-6","22-9",0,"[0,2.22e-16)"
"8-7","22-9",0,"[0,2.22e-16)"
"8-8","22-9",0,"[0,2.22e-16)"
"8-9","22-9",0,"[0,2.22e-16)"
"8-10","22-9",0,"[0,2.22e-16)"
"8-11","22-9",0,"[0,2.22e-16)"
"15-1","22-9",0,"[0,2.22e-16)"
"15-2","22-9",0,"[0,2.22e-16)"
"15-3","22-9",0,"[0,2.22e-16)"
"15-4","22-9",0.4,"[0.4,0.6)"
"15-5","22-9",0,"[0,2.22e-16)"
"15-6","22-9",0,"[0,2.22e-16)"
"15-7","22-9",0,"[0,2.22e-16)"
"15-8","22-9",0,"[0,2.22e-16)"
"15-9","22-9",0,"[0,2.22e-16)"
"15-10","22-9",0,"[0,2.22e-16)"
"15-11","22-9",0,"[0,2.22e-16)"
"22-1","22-9",0.02,"[2.22e-16,0.2)"
"22-2","22-9",0,"[0,2.22e-16)"
"22-3","22-9",0.04,"[2.22e-16,0.2)"
"22-4","22-9",0.04,"[2.22e-16,0.2)"
"22-5","22-9",0,"[0,2.22e-16)"
"22-6","22-9",0,"[0,2.22e-16)"
"22-7","22-9",0.16363636,"[2.22e-16,0.2)"
"22-8","22-9",0,"[0,2.22e-16)"
"22-9","22-9",0,"[0,2.22e-16)"
"22-10","22-9",0.11111111,"[2.22e-16,0.2)"
"22-11","22-9",0.07,"[2.22e-16,0.2)"
"28-1","22-9",3.75,"[1,Inf)"
"28-2","22-9",2,"[1,Inf)"
"28-3","22-9",0.66666667,"[0.6,0.8)"
"28-4","22-9",0.71428571,"[0.6,0.8)"
"28-5","22-9",0.2,"[0.2,0.4)"
"28-6","22-9",0.32,"[0.2,0.4)"
"28-7","22-9",0.06,"[2.22e-16,0.2)"
"28-8","22-9",0.01333333,"[2.22e-16,0.2)"
"28-9","22-9",0.33333333,"[0.2,0.4)"
"28-10","22-9",0.03333333,"[2.22e-16,0.2)"
"28-11","22-9",0.056,"[2.22e-16,0.2)"
"8-1","22-10",0,"[0,2.22e-16)"
"8-2","22-10",0,"[0,2.22e-16)"
"8-3","22-10",0,"[0,2.22e-16)"
"8-4","22-10",0,"[0,2.22e-16)"
"8-5","22-10",0,"[0,2.22e-16)"
"8-6","22-10",0,"[0,2.22e-16)"
"8-7","22-10",0,"[0,2.22e-16)"
"8-8","22-10",0,"[0,2.22e-16)"
"8-9","22-10",0,"[0,2.22e-16)"
"8-10","22-10",0,"[0,2.22e-16)"
"8-11","22-10",0,"[0,2.22e-16)"
"15-1","22-10",0,"[0,2.22e-16)"
"15-2","22-10",0,"[0,2.22e-16)"
"15-3","22-10",0,"[0,2.22e-16)"
"15-4","22-10",0.25,"[0.2,0.4)"
"15-5","22-10",0,"[0,2.22e-16)"
"15-6","22-10",0.025,"[2.22e-16,0.2)"
"15-7","22-10",0,"[0,2.22e-16)"
"15-8","22-10",0,"[0,2.22e-16)"
"15-9","22-10",8e-04,"[2.22e-16,0.2)"
"15-10","22-10",0,"[0,2.22e-16)"
"15-11","22-10",0,"[0,2.22e-16)"
"22-1","22-10",0.07333333,"[2.22e-16,0.2)"
"22-2","22-10",0.2,"[0.2,0.4)"
"22-3","22-10",0.09,"[2.22e-16,0.2)"
"22-4","22-10",0.024,"[2.22e-16,0.2)"
"22-5","22-10",0.08571429,"[2.22e-16,0.2)"
"22-6","22-10",0.00666667,"[2.22e-16,0.2)"
"22-7","22-10",0.09090909,"[2.22e-16,0.2)"
"22-8","22-10",0,"[0,2.22e-16)"
"22-9","22-10",0,"[0,2.22e-16)"
"22-10","22-10",0.01333333,"[2.22e-16,0.2)"
"22-11","22-10",0.01,"[2.22e-16,0.2)"
"28-1","22-10",0,"[0,2.22e-16)"
"28-2","22-10",0,"[0,2.22e-16)"
"28-3","22-10",0,"[0,2.22e-16)"
"28-4","22-10",0,"[0,2.22e-16)"
"28-5","22-10",0,"[0,2.22e-16)"
"28-6","22-10",0,"[0,2.22e-16)"
"28-7","22-10",0,"[0,2.22e-16)"
"28-8","22-10",0,"[0,2.22e-16)"
"28-9","22-10",0,"[0,2.22e-16)"
"28-10","22-10",0,"[0,2.22e-16)"
"28-11","22-10",0,"[0,2.22e-16)"
"8-1","15-1",0,"[0,2.22e-16)"
"8-2","15-1",0,"[0,2.22e-16)"
"8-3","15-1",0,"[0,2.22e-16)"
"8-4","15-1",0,"[0,2.22e-16)"
"8-5","15-1",0,"[0,2.22e-16)"
"8-6","15-1",0,"[0,2.22e-16)"
"8-7","15-1",0,"[0,2.22e-16)"
"8-8","15-1",0,"[0,2.22e-16)"
"8-9","15-1",0,"[0,2.22e-16)"
"8-10","15-1",0,"[0,2.22e-16)"
"8-11","15-1",0,"[0,2.22e-16)"
"15-1","15-1",0,"[0,2.22e-16)"
"15-2","15-1",0,"[0,2.22e-16)"
"15-3","15-1",0,"[0,2.22e-16)"
"15-4","15-1",0.2,"[0.2,0.4)"
"15-5","15-1",0.33333333,"[0.2,0.4)"
"15-6","15-1",0,"[0,2.22e-16)"
"15-7","15-1",0.01333333,"[2.22e-16,0.2)"
"15-8","15-1",0,"[0,2.22e-16)"
"15-9","15-1",0.0032,"[2.22e-16,0.2)"
"15-10","15-1",0.0064,"[2.22e-16,0.2)"
"15-11","15-1",0.5,"[0.4,0.6)"
"22-1","15-1",0.3,"[0.2,0.4)"
"22-2","15-1",0.06666667,"[2.22e-16,0.2)"
"22-3","15-1",0.25,"[0.2,0.4)"
"22-4","15-1",0.24,"[0.2,0.4)"
"22-5","15-1",0.11428571,"[2.22e-16,0.2)"
"22-6","15-1",0.02,"[2.22e-16,0.2)"
"22-7","15-1",0.54545455,"[0.4,0.6)"
"22-8","15-1",0,"[0,2.22e-16)"
"22-9","15-1",0.00266667,"[2.22e-16,0.2)"
"22-10","15-1",0.15555556,"[2.22e-16,0.2)"
"22-11","15-1",0.3,"[0.2,0.4)"
"28-1","15-1",2.5,"[1,Inf)"
"28-2","15-1",10,"[1,Inf)"
"28-3","15-1",0.23333333,"[0.2,0.4)"
"28-4","15-1",1.28571429,"[1,Inf)"
"28-5","15-1",0.032,"[2.22e-16,0.2)"
"28-6","15-1",0.68,"[0.6,0.8)"
"28-7","15-1",0.13,"[2.22e-16,0.2)"
"28-8","15-1",0.13333333,"[2.22e-16,0.2)"
"28-9","15-1",0.58333333,"[0.4,0.6)"
"28-10","15-1",0.02133333,"[2.22e-16,0.2)"
"28-11","15-1",0.2,"[0.2,0.4)"
"8-1","15-2",0,"[0,2.22e-16)"
"8-2","15-2",0,"[0,2.22e-16)"
"8-3","15-2",0,"[0,2.22e-16)"
"8-4","15-2",0,"[0,2.22e-16)"
"8-5","15-2",0,"[0,2.22e-16)"
"8-6","15-2",0,"[0,2.22e-16)"
"8-7","15-2",0,"[0,2.22e-16)"
"8-8","15-2",0,"[0,2.22e-16)"
"8-9","15-2",0,"[0,2.22e-16)"
"8-10","15-2",0,"[0,2.22e-16)"
"8-11","15-2",0,"[0,2.22e-16)"
"15-1","15-2",0,"[0,2.22e-16)"
"15-2","15-2",0,"[0,2.22e-16)"
"15-3","15-2",0.01333333,"[2.22e-16,0.2)"
"15-4","15-2",0.3,"[0.2,0.4)"
"15-5","15-2",0.33333333,"[0.2,0.4)"
"15-6","15-2",0.025,"[2.22e-16,0.2)"
"15-7","15-2",0.01333333,"[2.22e-16,0.2)"
"15-8","15-2",0,"[0,2.22e-16)"
"15-9","15-2",0,"[0,2.22e-16)"
"15-10","15-2",0.0032,"[2.22e-16,0.2)"
"15-11","15-2",1,"[1,Inf)"
"22-1","15-2",0.2,"[0.2,0.4)"
"22-2","15-2",0.13333333,"[2.22e-16,0.2)"
"22-3","15-2",0.2,"[0.2,0.4)"
"22-4","15-2",0,"[0,2.22e-16)"
"22-5","15-2",0,"[0,2.22e-16)"
"22-6","15-2",0,"[0,2.22e-16)"
"22-7","15-2",0.12727273,"[2.22e-16,0.2)"
"22-8","15-2",0.00133333,"[2.22e-16,0.2)"
"22-9","15-2",0.00133333,"[2.22e-16,0.2)"
"22-10","15-2",0.03555556,"[2.22e-16,0.2)"
"22-11","15-2",0.06,"[2.22e-16,0.2)"
"28-1","15-2",0.5,"[0.4,0.6)"
"28-2","15-2",2.33333333,"[1,Inf)"
"28-3","15-2",0.83333333,"[0.8,1)"
"28-4","15-2",0.85714286,"[0.8,1)"
"28-5","15-2",0.048,"[2.22e-16,0.2)"
"28-6","15-2",0.44,"[0.4,0.6)"
"28-7","15-2",0.09,"[2.22e-16,0.2)"
"28-8","15-2",0.00622222,"[2.22e-16,0.2)"
"28-9","15-2",0.16666667,"[2.22e-16,0.2)"
"28-10","15-2",0.01466667,"[2.22e-16,0.2)"
"28-11","15-2",0.24,"[0.2,0.4)"
"8-1","15-3",0,"[0,2.22e-16)"
"8-2","15-3",0,"[0,2.22e-16)"
"8-3","15-3",0,"[0,2.22e-16)"
"8-4","15-3",0,"[0,2.22e-16)"
"8-5","15-3",0,"[0,2.22e-16)"
"8-6","15-3",0,"[0,2.22e-16)"
"8-7","15-3",0,"[0,2.22e-16)"
"8-8","15-3",0,"[0,2.22e-16)"
"8-9","15-3",0,"[0,2.22e-16)"
"8-10","15-3",0,"[0,2.22e-16)"
"8-11","15-3",0,"[0,2.22e-16)"
"15-1","15-3",0,"[0,2.22e-16)"
"15-2","15-3",0,"[0,2.22e-16)"
"15-3","15-3",0,"[0,2.22e-16)"
"15-4","15-3",0,"[0,2.22e-16)"
"15-5","15-3",0,"[0,2.22e-16)"
"15-6","15-3",0,"[0,2.22e-16)"
"15-7","15-3",0,"[0,2.22e-16)"
"15-8","15-3",0,"[0,2.22e-16)"
"15-9","15-3",0,"[0,2.22e-16)"
"15-10","15-3",0,"[0,2.22e-16)"
"15-11","15-3",0,"[0,2.22e-16)"
"22-1","15-3",0.04666667,"[2.22e-16,0.2)"
"22-2","15-3",0,"[0,2.22e-16)"
"22-3","15-3",0.3,"[0.2,0.4)"
"22-4","15-3",0.072,"[2.22e-16,0.2)"
"22-5","15-3",0.17142857,"[2.22e-16,0.2)"
"22-6","15-3",0.02,"[2.22e-16,0.2)"
"22-7","15-3",0.29090909,"[0.2,0.4)"
"22-8","15-3",0,"[0,2.22e-16)"
"22-9","15-3",0.00466667,"[2.22e-16,0.2)"
"22-10","15-3",0.11111111,"[2.22e-16,0.2)"
"22-11","15-3",0.3,"[0.2,0.4)"
"28-1","15-3",0,"[0,2.22e-16)"
"28-2","15-3",0,"[0,2.22e-16)"
"28-3","15-3",0,"[0,2.22e-16)"
"28-4","15-3",0,"[0,2.22e-16)"
"28-5","15-3",0,"[0,2.22e-16)"
"28-6","15-3",0,"[0,2.22e-16)"
"28-7","15-3",0.012,"[2.22e-16,0.2)"
"28-8","15-3",0.00622222,"[2.22e-16,0.2)"
"28-9","15-3",0.1,"[2.22e-16,0.2)"
"28-10","15-3",0.008,"[2.22e-16,0.2)"
"28-11","15-3",0.072,"[2.22e-16,0.2)"
"8-1","15-4",0,"[0,2.22e-16)"
"8-2","15-4",0,"[0,2.22e-16)"
"8-3","15-4",0,"[0,2.22e-16)"
"8-4","15-4",0,"[0,2.22e-16)"
"8-5","15-4",0,"[0,2.22e-16)"
"8-6","15-4",0,"[0,2.22e-16)"
"8-7","15-4",0,"[0,2.22e-16)"
"8-8","15-4",0,"[0,2.22e-16)"
"8-9","15-4",0,"[0,2.22e-16)"
"8-10","15-4",0,"[0,2.22e-16)"
"8-11","15-4",0,"[0,2.22e-16)"
"15-1","15-4",0,"[0,2.22e-16)"
"15-2","15-4",0,"[0,2.22e-16)"
"15-3","15-4",0,"[0,2.22e-16)"
"15-4","15-4",0.2,"[0.2,0.4)"
"15-5","15-4",0,"[0,2.22e-16)"
"15-6","15-4",0,"[0,2.22e-16)"
"15-7","15-4",0,"[0,2.22e-16)"
"15-8","15-4",0,"[0,2.22e-16)"
"15-9","15-4",0.0032,"[2.22e-16,0.2)"
"15-10","15-4",0.0032,"[2.22e-16,0.2)"
"15-11","15-4",0.5,"[0.4,0.6)"
"22-1","15-4",0,"[0,2.22e-16)"
"22-2","15-4",0,"[0,2.22e-16)"
"22-3","15-4",0.25,"[0.2,0.4)"
"22-4","15-4",0.024,"[2.22e-16,0.2)"
"22-5","15-4",0,"[0,2.22e-16)"
"22-6","15-4",0,"[0,2.22e-16)"
"22-7","15-4",0.10909091,"[2.22e-16,0.2)"
"22-8","15-4",0,"[0,2.22e-16)"
"22-9","15-4",0,"[0,2.22e-16)"
"22-10","15-4",0.02666667,"[2.22e-16,0.2)"
"22-11","15-4",0.05,"[2.22e-16,0.2)"
"28-1","15-4",0.41666667,"[0.4,0.6)"
"28-2","15-4",1.66666667,"[1,Inf)"
"28-3","15-4",0.2,"[0.2,0.4)"
"28-4","15-4",1.14285714,"[1,Inf)"
"28-5","15-4",0.0272,"[2.22e-16,0.2)"
"28-6","15-4",0.064,"[2.22e-16,0.2)"
"28-7","15-4",0.024,"[2.22e-16,0.2)"
"28-8","15-4",0.00888889,"[2.22e-16,0.2)"
"28-9","15-4",0.23333333,"[0.2,0.4)"
"28-10","15-4",0.05333333,"[2.22e-16,0.2)"
"28-11","15-4",0.112,"[2.22e-16,0.2)"
"8-1","15-5",0,"[0,2.22e-16)"
"8-2","15-5",0,"[0,2.22e-16)"
"8-3","15-5",0,"[0,2.22e-16)"
"8-4","15-5",0,"[0,2.22e-16)"
"8-5","15-5",0,"[0,2.22e-16)"
"8-6","15-5",0,"[0,2.22e-16)"
"8-7","15-5",0,"[0,2.22e-16)"
"8-8","15-5",0,"[0,2.22e-16)"
"8-9","15-5",0,"[0,2.22e-16)"
"8-10","15-5",0,"[0,2.22e-16)"
"8-11","15-5",0,"[0,2.22e-16)"
"15-1","15-5",0,"[0,2.22e-16)"
"15-2","15-5",0,"[0,2.22e-16)"
"15-3","15-5",0,"[0,2.22e-16)"
"15-4","15-5",0,"[0,2.22e-16)"
"15-5","15-5",0,"[0,2.22e-16)"
"15-6","15-5",0,"[0,2.22e-16)"
"15-7","15-5",0,"[0,2.22e-16)"
"15-8","15-5",0,"[0,2.22e-16)"
"15-9","15-5",0,"[0,2.22e-16)"
"15-10","15-5",0,"[0,2.22e-16)"
"15-11","15-5",0.25,"[0.2,0.4)"
"22-1","15-5",0.04,"[2.22e-16,0.2)"
"22-2","15-5",0,"[0,2.22e-16)"
"22-3","15-5",0.09,"[2.22e-16,0.2)"
"22-4","15-5",0,"[0,2.22e-16)"
"22-5","15-5",0,"[0,2.22e-16)"
"22-6","15-5",0,"[0,2.22e-16)"
"22-7","15-5",0,"[0,2.22e-16)"
"22-8","15-5",0,"[0,2.22e-16)"
"22-9","15-5",0,"[0,2.22e-16)"
"22-10","15-5",0,"[0,2.22e-16)"
"22-11","15-5",0.03,"[2.22e-16,0.2)"
"28-1","15-5",0,"[0,2.22e-16)"
"28-2","15-5",0,"[0,2.22e-16)"
"28-3","15-5",0,"[0,2.22e-16)"
"28-4","15-5",0,"[0,2.22e-16)"
"28-5","15-5",0,"[0,2.22e-16)"
"28-6","15-5",0,"[0,2.22e-16)"
"28-7","15-5",0,"[0,2.22e-16)"
"28-8","15-5",0,"[0,2.22e-16)"
"28-9","15-5",0,"[0,2.22e-16)"
"28-10","15-5",0,"[0,2.22e-16)"
"28-11","15-5",0,"[0,2.22e-16)"
"8-1","15-6",0,"[0,2.22e-16)"
"8-2","15-6",0,"[0,2.22e-16)"
"8-3","15-6",0,"[0,2.22e-16)"
"8-4","15-6",0,"[0,2.22e-16)"
"8-5","15-6",0,"[0,2.22e-16)"
"8-6","15-6",0,"[0,2.22e-16)"
"8-7","15-6",0,"[0,2.22e-16)"
"8-8","15-6",0,"[0,2.22e-16)"
"8-9","15-6",0,"[0,2.22e-16)"
"8-10","15-6",0,"[0,2.22e-16)"
"8-11","15-6",0,"[0,2.22e-16)"
"15-1","15-6",0,"[0,2.22e-16)"
"15-2","15-6",0,"[0,2.22e-16)"
"15-3","15-6",0,"[0,2.22e-16)"
"15-4","15-6",0.3,"[0.2,0.4)"
"15-5","15-6",0.16666667,"[2.22e-16,0.2)"
"15-6","15-6",0.075,"[2.22e-16,0.2)"
"15-7","15-6",0.00666667,"[2.22e-16,0.2)"
"15-8","15-6",0,"[0,2.22e-16)"
"15-9","15-6",0.0016,"[2.22e-16,0.2)"
"15-10","15-6",0,"[0,2.22e-16)"
"15-11","15-6",0,"[0,2.22e-16)"
"22-1","15-6",0.2,"[0.2,0.4)"
"22-2","15-6",0,"[0,2.22e-16)"
"22-3","15-6",0.4,"[0.4,0.6)"
"22-4","15-6",0.2,"[0.2,0.4)"
"22-5","15-6",0,"[0,2.22e-16)"
"22-6","15-6",0.02666667,"[2.22e-16,0.2)"
"22-7","15-6",0.45454545,"[0.4,0.6)"
"22-8","15-6",0,"[0,2.22e-16)"
"22-9","15-6",0,"[0,2.22e-16)"
"22-10","15-6",0.66666667,"[0.6,0.8)"
"22-11","15-6",3.75,"[1,Inf)"
"28-1","15-6",0.41666667,"[0.4,0.6)"
"28-2","15-6",1,"[1,Inf)"
"28-3","15-6",0.58333333,"[0.4,0.6)"
"28-4","15-6",1,"[1,Inf)"
"28-5","15-6",0.04,"[2.22e-16,0.2)"
"28-6","15-6",0.36,"[0.2,0.4)"
"28-7","15-6",0.02,"[2.22e-16,0.2)"
"28-8","15-6",0.01688889,"[2.22e-16,0.2)"
"28-9","15-6",0.16666667,"[2.22e-16,0.2)"
"28-10","15-6",0.03333333,"[2.22e-16,0.2)"
"28-11","15-6",0.08,"[2.22e-16,0.2)"
"8-1","15-7",0,"[0,2.22e-16)"
"8-2","15-7",0,"[0,2.22e-16)"
"8-3","15-7",0,"[0,2.22e-16)"
"8-4","15-7",0,"[0,2.22e-16)"
"8-5","15-7",0,"[0,2.22e-16)"
"8-6","15-7",0,"[0,2.22e-16)"
"8-7","15-7",0,"[0,2.22e-16)"
"8-8","15-7",0,"[0,2.22e-16)"
"8-9","15-7",0,"[0,2.22e-16)"
"8-10","15-7",0,"[0,2.22e-16)"
"8-11","15-7",0,"[0,2.22e-16)"
"15-1","15-7",0,"[0,2.22e-16)"
"15-2","15-7",0,"[0,2.22e-16)"
"15-3","15-7",0,"[0,2.22e-16)"
"15-4","15-7",0,"[0,2.22e-16)"
"15-5","15-7",0,"[0,2.22e-16)"
"15-6","15-7",0,"[0,2.22e-16)"
"15-7","15-7",0,"[0,2.22e-16)"
"15-8","15-7",0,"[0,2.22e-16)"
"15-9","15-7",0.0016,"[2.22e-16,0.2)"
"15-10","15-7",0,"[0,2.22e-16)"
"15-11","15-7",0.5,"[0.4,0.6)"
"22-1","15-7",1.33333333,"[1,Inf)"
"22-2","15-7",0,"[0,2.22e-16)"
"22-3","15-7",0.45,"[0.4,0.6)"
"22-4","15-7",0.32,"[0.2,0.4)"
"22-5","15-7",0.11428571,"[2.22e-16,0.2)"
"22-6","15-7",0.04666667,"[2.22e-16,0.2)"
"22-7","15-7",0.45454545,"[0.4,0.6)"
"22-8","15-7",0,"[0,2.22e-16)"
"22-9","15-7",0.00333333,"[2.22e-16,0.2)"
"22-10","15-7",0.13333333,"[2.22e-16,0.2)"
"22-11","15-7",0.25,"[0.2,0.4)"
"28-1","15-7",0.5,"[0.4,0.6)"
"28-2","15-7",10,"[1,Inf)"
"28-3","15-7",0.83333333,"[0.8,1)"
"28-4","15-7",3.57142857,"[1,Inf)"
"28-5","15-7",0.04,"[2.22e-16,0.2)"
"28-6","15-7",0.36,"[0.2,0.4)"
"28-7","15-7",0.4,"[0.4,0.6)"
"28-8","15-7",0.02666667,"[2.22e-16,0.2)"
"28-9","15-7",0.41666667,"[0.4,0.6)"
"28-10","15-7",0.04,"[2.22e-16,0.2)"
"28-11","15-7",0.12,"[2.22e-16,0.2)"
"8-1","15-8",0,"[0,2.22e-16)"
"8-2","15-8",0,"[0,2.22e-16)"
"8-3","15-8",0,"[0,2.22e-16)"
"8-4","15-8",0,"[0,2.22e-16)"
"8-5","15-8",0,"[0,2.22e-16)"
"8-6","15-8",0,"[0,2.22e-16)"
"8-7","15-8",0,"[0,2.22e-16)"
"8-8","15-8",0,"[0,2.22e-16)"
"8-9","15-8",0,"[0,2.22e-16)"
"8-10","15-8",0,"[0,2.22e-16)"
"8-11","15-8",0,"[0,2.22e-16)"
"15-1","15-8",0,"[0,2.22e-16)"
"15-2","15-8",0,"[0,2.22e-16)"
"15-3","15-8",0.01333333,"[2.22e-16,0.2)"
"15-4","15-8",1.25,"[1,Inf)"
"15-5","15-8",0,"[0,2.22e-16)"
"15-6","15-8",0.05,"[2.22e-16,0.2)"
"15-7","15-8",0,"[0,2.22e-16)"
"15-8","15-8",0,"[0,2.22e-16)"
"15-9","15-8",0.004,"[2.22e-16,0.2)"
"15-10","15-8",0.0032,"[2.22e-16,0.2)"
"15-11","15-8",0.25,"[0.2,0.4)"
"22-1","15-8",0.23333333,"[0.2,0.4)"
"22-2","15-8",0.4,"[0.4,0.6)"
"22-3","15-8",0.12,"[2.22e-16,0.2)"
"22-4","15-8",0.28,"[0.2,0.4)"
"22-5","15-8",0.05714286,"[2.22e-16,0.2)"
"22-6","15-8",0.02,"[2.22e-16,0.2)"
"22-7","15-8",0.36363636,"[0.2,0.4)"
"22-8","15-8",0.00133333,"[2.22e-16,0.2)"
"22-9","15-8",0.002,"[2.22e-16,0.2)"
"22-10","15-8",0.08888889,"[2.22e-16,0.2)"
"22-11","15-8",0.19,"[2.22e-16,0.2)"
"28-1","15-8",0.75,"[0.6,0.8)"
